publishedAt,authorDisplayName,textDisplay,likeCount,Label
2025-09-06T09:29:13Z,@yadhiedayanun8278,Kayaknya standar kepintaran para anggota DPR kita yah kayak begini,0,NEGATIF
2025-09-06T09:10:28Z,@MariaSimbolon-j2e,"Heleh heleh suneo,tanyain je orang2 PDI noh junjungan lu<br>Partai penghambat!",0,OTHER
2025-09-06T09:09:58Z,@ditaanggraeni-o1p,"Bener-bener seru liat konten-konten <b>DIAMOND177</b> mantap,,sukses sehat selalu.",0,OTHER
2025-09-06T08:20:27Z,@TriWati-s7t,Prett,0,OTHER
2025-09-06T06:55:18Z,@feriilukito6260,Ya di jelaskan dong berapa nominal dan untuk apa ??,0,NEGATIF
2025-09-05T21:52:52Z,@FataHila-f6u5y,Wahhh,0,OTHER
2025-09-05T18:26:17Z,@UmiKalsum-g4f,Pertanyaan mbak rosi. Memang tajam. Bagus mbak rosi. Dari gajih saja nggak jujur. Bagai mana bisa di percaya sama masyarakat.,0,NEGATIF
2025-09-05T18:21:54Z,@UmiKalsum-g4f,Duh. Tunjangan beras buat masyarakat yg mana wahai DPR.?,0,NEGATIF
2025-09-05T17:26:52Z,@mangucit9148,Jumlah gaji DPR itu rahasia negara. lebih sensitif dari rahasia militer. Gitu maksudnya. Maling itu gak suka terang.,0,NEGATIF
2025-09-05T17:26:05Z,@mangucit9148,Jumlah gaji DPR itu rahasia negara. lebih sensitif dari rahasia militer. Gitu maksudnya.,0,NEGATIF
2025-09-05T14:23:29Z,@JajangNurjaman-n3c,Udh g punya urat malunya ni orang,0,OTHER
2025-09-05T14:21:54Z,@JajangNurjaman-n3c,Percuma ngomong sama para jg pasti ngelak lahh,0,NEGATIF
2025-09-05T14:19:53Z,@JajangNurjaman-n3c,Utuh permainan gaji segitu cuman yg lain lain nya hampir 1m,0,OTHER
2025-09-05T14:18:11Z,@JajangNurjaman-n3c,Tabik aja ni orang g mau jujur,0,OTHER
2025-09-05T14:15:14Z,@JajangNurjaman-n3c,Udh ketaun emang orang gila semua anggota DPR kita,1,NEGATIF
2025-09-05T13:39:27Z,@nusnoya6190,Knp  takut bos? Munafik koe jangan mutar&quot; Jawab junur sja dasar manusia tra punya hati. Omong kosong kamu,0,OTHER
2025-09-05T13:17:32Z,@dofacarlmala6948,"wakil rakyat tidak terbuka masalah dirinya dgn rakyat bgm dgn masalah lainnya, yg menyangkut tentang uang denger, dan mereka malu gaji gede kerja kendor, mending DPR bubar sebab diganti orangnya ya kelompok itu juga, partainya itu lagi itu lagi",0,NEGATIF
2025-09-05T13:15:51Z,@rara_sya33,Mau aja KA Rosi ngundang orang ini yg TDK tau malu di tonton se-Indonesia TDK terbuka  di tutupi padahal rakyat sudah tau nilai uang pantastik bukan uang kecil bisa buat bayar hutang negara lunas .rakyat Indonesia aja tau berapa nominalnya.naha TDK menyadari rakyat sudah tau nominalna aduh dikiranya kita bodoh,0,NEGATIF
2025-09-05T13:14:06Z,@Go_Doy,Tunjangan = Gajih<br>Gajih = Tunjangan <br><br>Ga ada bedanya ! Semua sama-sama diambil dari rakyat,0,NEGATIF
2025-09-05T13:07:50Z,@rara_sya33,"Alhamdulillah artis Krisdayanti jujur gajinya terbuka di kasih tau pada rakyat,itu uang rakyat Indonesia pegawai DPR di gajinya malu atuh Ari susumputan mah sama rakyat.harusnya jangan ngundang orang ini dalam acara ini harusnya ngundang Krisdayanti yg jujur pada rakyat  indonesia",0,OTHER
2025-09-05T11:53:51Z,@ayrafarm9547,😂😂😂😂mana ada anggaran semua untuk DPR di beberkan transparan 😂😂😂😂satu kata buat depr&quot;&quot;&quot;&quot;&quot;&quot;NGISING&quot;&quot;,1,NEGATIF
2025-09-05T10:01:30Z,@MuhamadAky-p3f,"Ass,mba Rosi untuk mewujudkan transparansi publik?tlog di buka dialog interaktif biar masyarakat bodoh juga bisa dialog interaktif dengan wakilnya secara langsung<br>Spy bukan cm mahasiswa tau tp kami juga.",0,NEGATIF
2025-09-05T09:43:35Z,@hanssalinno5337,"Memang THP DPR gak sampai 200jt, sedangkan menurut pak Mahfud MD malah bs mencapai M.  Dihadirkan saja debat terbuka dgn scalan netral menghadirkan anggota DPR vs Salsa Erwina + Prof Mahfud + 10 ketua BEM dengan juri netral dari negara lain. Tempat gedung DPR dgn live nasional.Jadi?",0,NETRAL
2025-09-05T08:00:03Z,@dickylupiz,"Reses DPR itu ada duitnya lg, beda lagi<br>Nonton aja Krisdayanti pas ngomong soal pendapat DPR",0,NEGATIF
2025-09-05T07:14:12Z,@cintiaprajnawulandari8556,Mending dibubarkan saja dpt ini,0,NEGATIF
2025-09-05T06:23:58Z,@SyarevSee,"Pucat , takut , kebohongan sangat nyata di mata wkwkwk",2,OTHER
2025-09-05T15:12:26Z,@Sulawesi_Official,😂😂😂😂,0,OTHER
2025-09-05T06:21:20Z,@marchseventdumeda5226,"Damn that boy with jeans jacket, he be cooking",0,OTHER
2025-09-05T05:46:27Z,@LathifLaiba,"Di t4 suami kerja yg mimpin gak jujur gak bilang keuntungannya brp tiba² ngasih aja bonus sesuka diya.<br>Giliran pemimpin yg skrng lngsung buka²an keuntungannya brp dan dibagi rata sesuai pekerjaannya.karyawan sejahtra laporan keuangan bagus.n yg pasti dicintai bawahannya dan didoakan yg baik².pemimpin yg sblumnya jabatan diturunkan dimutasi n udah meninggal.intinya manusia itu gak slmanya hidup untuk.jadi pemimpin bisa meringankan siksa kubur bagi yg jujur ,bisa juga memberatkan krn do&#39;a² yg terdzolimin.",0,OTHER
2025-09-05T05:35:36Z,@jojokul5084,"Ngeles aja terusss,tinggal bilang aja apa susahnya,,takut ketahuan kalau kawanya ada yg terima lebih karna korup jadi ketauan😂😂😂",0,NEGATIF
2025-09-05T05:33:54Z,@Liaauhuyy,"DPR  kayak ga bisa kerja,cuma omon2  doank, dei kabupaten kami aza DPR hanya berfungsi jd septik tank , cuma nampung doank ga ada kinerja reelnya ,anying ga tu",0,NEGATIF
2025-09-05T05:24:48Z,@Gendist1182,Jdi geregetan sendiri,0,NEGATIF
2025-09-05T05:24:21Z,@Gendist1182,Klu krja mu nyata knpa takutt bngtt nyebutin gaji mu,0,NEGATIF
2025-09-05T04:40:42Z,@soeryadharma7831,Anggota dewan bukan wakil rakyat tapi wakil partai,0,OTHER
2025-09-05T03:51:16Z,@cindyloliphop4067,"<a href=""https://www.youtube.com/watch?v=Ar0c7nl-2QI&amp;t=237"">3:57</a> takut salah ngomong😅",0,NEGATIF
2025-09-05T03:48:20Z,@BaraKristus,"Ini wakil rakyat Indonesia???😅😅😅<br>Hasil sulap meyulap dengan uang dan nepotisme, inilah hasil!!😅😅😅",0,OTHER
2025-09-05T03:19:44Z,@burhanhandoko1468,"Woi, anggota DPR kopl4k <br><br>Mengungkap kebenaran itu harus seterbuka-yerbukanya <br>Kalau ente mengatakan sensitif berarti memang ada keburukan, kebusukan di dalam sehingga akan tercium baunya",0,NEGATIF
2025-09-05T01:10:30Z,@icasiaaretaivana,hanya KD yg berani jujur gaji dll anggota senayan,0,NETRAL
2025-09-05T00:51:36Z,@ekowidodo6788,Tolong orang ini di tandai dan partai nya jangan di pilih lagi.,0,OTHER
2025-09-05T00:37:19Z,@DedySuhendri-k2p,Inti nya mana itu pengesahan uu perampasan aset koruptor woy dpr gaji buta,0,NEGATIF
2025-09-05T00:18:07Z,@FuzahIbrahim,Mana ad kembali ke rakyat ngawur bicara ini dpr,0,NEGATIF
2025-09-04T18:40:29Z,@ariemuserz,Lah pa Mahfud pernah buka waktu JD Mentri sampe ke MA<br>Kdm buka juga gaji bulanan nya <br>Ampun dah,0,NETRAL
2025-09-04T17:57:45Z,@malikahzeevana5403,Udah gaji DPR 16juta oke tapi tanpa tunjangan apapun,0,NEGATIF
2025-09-04T16:07:30Z,@kariyahlestari1594,"transparan dong,jahanam DPR bukan mewakili rakyat tp menyusahkan rakyat",0,NEGATIF
2025-09-04T15:53:51Z,@firmanChenel-h9w,Gaji sudah pasti <br>Kinerja gak pasti 😂😂😂😂,0,NEGATIF
2025-09-04T15:52:45Z,@firmanChenel-h9w,Kalou saya jd dpr gua bilang itu,0,OTHER
2025-09-04T15:50:23Z,@firmanChenel-h9w,Berkeringat yg gagap,0,OTHER
2025-09-04T15:49:18Z,@firmanChenel-h9w,Gak bisa omong,0,NEGATIF
2025-09-04T15:15:47Z,@murpionoono9383,4 milyar / bulan..dapet pesiunana juga..gila dpr,0,NETRAL
2025-09-04T14:57:01Z,@bapakuyi,Kok iso dadi dpr arek iku 😂😂😂,0,NETRAL
2025-09-04T14:55:44Z,@indriyati2686,Hapus pensiun anggota DPR,0,NEGATIF
2025-09-04T14:29:17Z,@HabibBurrohman-x2d,Peran apa DPR nya,0,NEGATIF
2025-09-04T14:20:44Z,@wisataku9058,yg pantas itu bukan DPR pantas bergaji besar yg pantas itu DPR dibubarkan saja karena kontribusi nya terhadap rakyat hampir nggak ada walaupun ada sangat minim kontribusi nya yg besar hanya pada oligarki.,0,NEGATIF
2025-09-04T14:07:22Z,@OndihonBosko,Ga jelas ini anggota dpr ditabya ini jawabanya ngelacur kemana mana,0,NEGATIF
2025-09-04T13:50:37Z,@SabarTogi-to3yp,Masih aja gk nyebut pasti dapatnya 🤦🤦🤦,0,NEGATIF
2025-09-04T13:48:52Z,@awank2128,Huuuuuuuu,0,NEGATIF
2025-09-04T13:10:18Z,@unyu492,Sangat elegan bapak dewean satu ini lebih tenang,0,NEGATIF
2025-09-04T12:52:44Z,@bayu_chanel7087,ancur,0,NEGATIF
2025-09-04T12:40:16Z,@LimpungIpung,Malu lah gaji aslinya miliaran,0,NEGATIF
2025-09-04T12:38:33Z,@hend2032,"ngga mau terbuka berapa gajinya, jawabnya muter2 ngga karuan",0,NEGATIF
2025-09-04T12:23:24Z,@mbelgedhez99,"230 JT itu setahun,,belum adanya proyek2 dll",0,NEGATIF
2025-09-04T11:07:18Z,@ArisRrwandi,Wkwkwkwk terlihat,0,NEGATIF
2025-09-04T10:56:02Z,@agungbtase537,Klo gk brni blak blakan bubar kan.,0,NEGATIF
2025-09-04T10:40:48Z,@ilhamsumurbor-de5xo,DPR-RI tdk layak itu gaji besar,0,NEGATIF
2025-09-04T10:32:52Z,@Masterr_Video,Sensitif nya knp? Lu kerja di perusahaan? Lu kerja buat rakyat yg bayar dari pajak rakyat. Rakyat perlu tau 1 orng dpr berapa gaji nya ini penting buat transparansi,0,NEGATIF
2025-09-04T10:26:11Z,@HRDPROPACGROUP,bertele2 kek orang oon,0,NEGATIF
2025-09-04T08:13:48Z,@hollydie2281,"Nanya gaji bos ga nanya panjang batangmu, gausah sensi lah",0,NEGATIF
2025-09-04T07:28:46Z,@thismaysa,"gila dah ngomonginnya puluhan juta, rakyat kecil semua dapet 5jt aja gitu perbulan juga KAGA",0,NEGATIF
2025-09-04T07:12:31Z,@fajriyani1567,Keliatan takut bapak DPR nya,0,NEGATIF
2025-09-04T07:11:55Z,@AmrisFc,betul bang.anggota DPR sama aja penjilat semua,0,NEGATIF
2025-09-04T06:57:35Z,@bamraharja4491,Bloonnya oknum DPR ini😂,0,NEGATIF
2025-09-04T06:34:20Z,@wildanzafran7195,"500 angota DPR, klo ga ternak uang g bakalan mau artis jadi angota dpr",0,NEGATIF
2025-09-04T06:12:32Z,@BowoSularto,UMP Jogja memelaskan 🤣🤣🤣cuma 2.4 JT apa yg membuat perbedaan UMP di setiap daerah ??? Sumber bahan pokok kah atau apa ??? Kog perbedaannya bisa terlalu !!!,0,NEGATIF
2025-09-04T06:07:01Z,@akhmadihsan8153,Mau nerima kog ga mau nyebutkan to bos2,0,NEGATIF
2025-09-04T05:47:51Z,@AbdulHamid-il3up,"Ya iya lah,tkut kebongkar semua duitnya",0,NEGATIF
2025-09-04T05:38:01Z,@mukmin01,"Kalau macam ni jawapan dia, next sita rumah dia terus la",0,NEGATIF
2025-09-04T05:26:16Z,@faridans3659,"Semua anggota DPR rata² ngomongnya muter² kuer², berbelit-belit",0,NEGATIF
2025-09-04T05:04:42Z,@bangjago683,Abang udah bang 😭😭,0,NEGATIF
2025-09-04T05:01:44Z,@hannytaliwongso6589,"Liat si Bapak &quot;TAKUT BANGETS&quot;, jadi kasian😂",0,NEGATIF
2025-09-04T04:34:02Z,@merlindacarolin8976,Kenapa takut klo sesuai dengan kinerja kerja mu bang !!! Mundur aja klo gak bisa jadi wakil rakyat yang transparan.,0,NEGATIF
2025-09-04T04:31:10Z,@aingmaengim,"ditanya gaji nya berapa, muter2 mulu gak jawab",0,NEGATIF
2025-09-04T04:13:28Z,@empryferdinand-zion8967,😂😂😂 inilah wakil rakyat  serakah,0,NEGATIF
2025-09-04T03:33:22Z,@pokemon77-x7u,"Transparasi utk tenang rakyat lebih fair klo tampilkam gaji + tunjangan negara lain ,indonedia  di hitung tettinggi di dunia dgn  perkalian  dari rata 2 umr ,rata rata negara lain 5-10 umr, indonesia 75 x umr, jadi pembenaran wakil rakyat yg nggak transparan dan  nggak ada kejujuran karena ilmu pengetahuan yg ada di fikiran tdk di  gunakan sbg dasar pemikiran dlm mengambil keputusan yg ada  hanya defisiensi akal dan hati nurani",0,NETRAL
2025-09-04T03:24:45Z,@abdidedichter6916,Anggota dpr nya kayak bocah mau gumoh,0,NEGATIF
2025-09-04T03:00:02Z,@amogot7258,"Evaluasi lagi utk para pejabatnya minimal S1 atau memang dia dari keluarga kaya banget yg hanya mengabdi utk negara ini,Qt aja sbg rakyat kalo ngelamar kerja minimal S1 itu pun gaji masih UMR😢",0,NEGATIF
2025-09-04T02:54:15Z,@baimnana5503,"DPR YG KAYA GINI , GA BAKAL NGEWAKILIN RAKYAT",0,NEGATIF
2025-09-04T02:52:57Z,@twistedpenguin7817,"Berani karena benar, takut karena salah",0,OTHER
2025-09-04T02:49:52Z,@detiaprilia,Siapa yg milih dia?,0,OTHER
2025-09-04T02:48:06Z,@imambahtiar7511,"anggota dpr itu pinter ngomong, pinter ngeles, kinerjanya? silakan nilai sendiri",0,NEGATIF
2025-09-04T02:43:05Z,@Szevenz,kirain Virdi lagi debat sama king nassar wkwkwk,0,OTHER
2025-09-04T02:33:29Z,@maikel084,"nanggu amat DPR , semua lah DPR MPR MENTRI KEPALA2 BUMN",0,NEGATIF
2025-09-04T02:24:50Z,@akimbanjarnahortv5098,"Masyrakat di naikkan  pajak setinggi2 nya, sementar anggota dewan pajaknya ditnaggung negara",0,NEGATIF
2025-09-04T02:16:29Z,@41_dai,"geregetan banget denger jawaban-jawaban yg pake batik ungu, kosong. Dari gesture pun tampak arogansi yg diperlihatkan. Malah perwakilan rakyat/mahasiswa yg lebih keliatan menggunakan diksi  berbobot dan pakai data.",0,NEGATIF
2025-09-04T02:05:15Z,@e.prasadhana9630,Toooh<br>intinya rakyat yang salah,0,NEGATIF
2025-09-04T02:00:45Z,@VendiVendi-td5fj,Coba tunjangkan mobil saja,0,OTHER
2025-09-04T01:34:18Z,@LeeAwy,Bohong itu mbak Rossi coba tanya Krisdayanti dan Mahfud MD,0,OTHER
2025-09-04T01:20:34Z,@iwanprasetio9667,Dari awal di tnya apa jawab apa,0,OTHER
2025-09-04T01:14:10Z,@bimasayidiman1423,Maklum dya belom balik modal buat masuk dpr,0,NEGATIF
2025-09-04T00:34:59Z,@suharudin1896,"TNI ,yg manjadi garda depan saja gajinya gak segitu DPR yg kerjanya cuma rapat2 yg gak ada hasilnya, gajinya kok banyak ,lebih baik gaji TNI ,dan gaji buruh ,gaji guru honorer di naikan ,ini lebih baik,",0,NEGATIF
2025-09-04T00:23:46Z,@WAKTANI,Blok,0,OTHER
2025-09-04T00:22:14Z,@KarsonoDjoyodigdo,Mbulet kyok jembut,0,OTHER
2025-09-04T00:06:56Z,@nakalelusarjanagoogle557,Jangan pilih dia lg.  Harus nya semua terbuka dg masyarakat ingat yg bayar pajak itu rakyat yg uang gajih itu dr rakyat.  Semua harus terbuka terNg benderang dan harus bawa rkyat tiap ambil keputusan harus diikut sertakan.  Ini rapat aja tertutup kan kocak ini perwakilan rakyat  ga ngerti apa kalian itu duit nya dr rakyat,0,NEGATIF
2025-09-03T23:58:08Z,@bimataju7404,"Apa dia mau dikunjungi rumahnya jg ky Sahroni , Uya Kuya dan Eko?",1,OTHER
2025-09-03T23:48:08Z,@nitaharrington1457,"Pejabat publik harus transparan, ini anggota dari partai kodok mana sih?",0,NEGATIF
2025-09-03T22:32:31Z,@LoopyLife---1,Bodoh bet tuh gak pantes jd wakil rakyat,0,NEGATIF
2025-09-03T22:03:25Z,@herrywibowo6146,ni klakuan dpr ngomong sll bohong gak mau jujur,0,NEGATIF
2025-09-03T20:34:23Z,@aminudin2249,Tunjangan kehormatan hanya ada di DPR RI berarti di Indonesia pejabat yang terhormat hanya anggota DPR sedangkan pejabat negara yang lainnya tidak masuk golongan terhormat bukankah kehormatan terkait dengan perilaku alias akhlaq,0,NEGATIF
2025-09-03T20:03:09Z,@agusrino6998,Mau lihat bentuk dan rupa fakir miskin.pengemis musiman. Datang lah ke gedung DPR disana lah para fakir miskin dan pengemis berkumpul.<br>😂😂😂😂,0,OTHER
2025-09-03T19:41:51Z,@indrasaputra388,KOCAK🤣,0,NEGATIF
2025-09-03T17:44:54Z,@OnlyFarm69,Gak nyambung wkwkkw,0,NEGATIF
2025-09-03T17:20:15Z,@NataniNatha,TDK berani karena gajimu terlalu tinggi.takut di obong rmh kmu,0,NEGATIF
2025-09-03T17:19:35Z,@ikomangandikapratama8328,"Dari sini kita tau, lebih baik ketua bem jadi dpr. Jawaban dpr di video ini seperti anak sma yang ga mau kena sidak rambut cukk",0,NEGATIF
2025-09-03T17:04:50Z,@saeffudinsae7553,liat muka anggota dpr ini bikin muak,0,NEGATIF
2025-09-03T16:53:49Z,@Breast-w8u,Krisdayanti kayaknya pernah spill gajinya DPR sih ges,0,OTHER
2025-09-03T16:29:52Z,@InspectaIstoria,Tampilin aja SLIP GAJINYA.,0,OTHER
2025-09-03T16:24:15Z,@hasanBasri-pb5mq,Gaji gede tapi kerja loyo,0,NEGATIF
2025-09-03T16:22:11Z,@anggadwisaputra4760,Total keseluruhan gaji dpr 280 juta sebulan itu sudah termasuk pokok plus tunjangannya,0,OTHER
2025-09-03T16:01:32Z,@Hari-HariNgakAdaPenonton,"Empati Sma Rakyat Ndas Mu, DPR Foya2x Diatas kesengsatlraan Rakyat, Pajak Naik Diam, Minyak Naik Diam, Semua Naik Diam. Ndas Kau.",1,NEGATIF
2025-09-03T15:52:33Z,@JowoWell-AL,sensitif gimana… rakyat berhak tahu kan itu uang rakyat,0,NEGATIF
2025-09-03T15:42:41Z,@salmonpasaribu3103,"Orang memburu kedudukan di DPR hanya mengejar fulus / cuan , omong kosong klu mengedepankan kepentingan rakyat , minimal cari pulang modal dulu , baru duduk manis cari keuntungan dgn segala cara / membentuk akal2an",0,NEGATIF
2025-09-03T15:13:13Z,@Anny14Store,Pokok nya aja lu udh 16 jt,0,OTHER
2025-09-03T15:12:26Z,@rikymanumpakmarpaung3159,"Ya kaya gni lah kualitas DPR.<br>Makany kita msyarakat sngat bnci, seolah&quot; masih merasa kecil. Tpi  masyrakat tidak terima dengan tunjngan yg sangat besar tpi kinerja nya kosong. Belagu smua malah joget&quot; di atas penderitaan masyrakat.",0,NEGATIF
2025-09-03T15:10:03Z,@hoseasitto7537,"Buka, saja",0,OTHER
2025-09-03T15:03:52Z,@prank2318,DPR gk pantas jadi DPR🗿🛌,0,NEGATIF
2025-09-03T14:59:23Z,@YonoSuyono-r7h,Ayo paŕa anggota DPR RI terbukalah ke rakyat sehingga rakyat tau ! Kena apa nggak mau terbuka soal gajimu ?,0,POSITIF
2025-09-03T14:52:46Z,@prank2318,"<a href=""https://www.youtube.com/watch?v=Ar0c7nl-2QI&amp;t=250"">4:10</a> wah terlihat jelas yah gajinya tinggi gamau terbuka lagi",0,OTHER
2025-09-03T14:48:12Z,@Serabutan-z2b,Sudah jelas klo mereka hanya tukang ngeles dengan berbagai alasan,0,NEGATIF
2025-09-03T14:44:27Z,@nayya0.0,Salah itung salah itung gitu aja terus. Kalo salah itung coba pak hitung dan tunjukan hasilnya. Pak ngmng ngga jelas,0,NEGATIF
2025-09-03T14:27:48Z,@bima0987,Ini contoh DPR yg sungguh mengambarkan kebanyakan DPR yg gak transparansi,0,NEGATIF
2025-09-03T14:27:36Z,@Skeptissuck,Jadi tidak transparan menyebutkan gaji adalah bentuk empati anggota dewan terhadap rakyat? Argumen yang cuakkkssss,0,NEGATIF
2025-09-03T14:27:14Z,@RobbyPrabowo-e3c,DPR mbulet bgsd,0,NEGATIF
2025-09-03T14:23:35Z,@lasmana_23,Tidak pantas dapatkan tunjangan tinggi,0,NEGATIF
2025-09-03T14:05:41Z,@KPLKSM,"Lucu banget cara nanggepin nya, ketakutan nyebut angka dan di tuntut empati",0,NEGATIF
2025-09-03T14:01:17Z,@cacamaricaa4357,Dari kata &quot;Kita transparan blablabla&quot;<br>Sampai kata &quot;Ini pertanyaannya terlalu sensitif ya&quot;<br><br>Maksud lu gimana kocak,0,NEGATIF
2025-09-03T13:58:42Z,@auliadasro9550,DPR (Dewan Pembunuh Rakyat),0,NEGATIF
2025-09-03T13:53:16Z,@yopiiphoey5510,"Kayaknya lebih baik gaji DPR di samakan dengan gaji UMR, toh ijzah oknum DPR kebanyakan sampai SMA doang,",0,NETRAL
2025-09-03T13:39:54Z,@LondoIreng-c2d,anggota DPR mbulet ae,0,NEGATIF
2025-09-03T13:18:18Z,@prestigiousmorethanmiracle5380,"Kalo memang gak betul seperti itu, kenapa gak disebutin aja sih.<br>Bilang semuanya udah pada tau, tapi tiap nyebut angka malah disanggah bae, gimana sih luu wqwq",0,NEGATIF
2025-09-03T13:10:49Z,@sikeong-j27,"Anggota DPR ini mewakili otak anggota DPR lainnya, makanya DPR harus dibubarkan.",0,NEGATIF
2025-09-03T13:00:39Z,@mitraefendi9751,"Mungkin yg dimaksud rakyat, gaji besar tapi tidak ada kontribusinya untuk rakyat, sama dengan nol besar hasilnya",0,NEGATIF
2025-09-03T12:55:16Z,@inotoni2214,Ternyata kualitas dpr seperti ini  contohnya,0,NEGATIF
2025-09-03T12:54:31Z,@SuhirMan-n8e,Peran apa DPR ke rakyat,0,OTHER
2025-09-03T12:32:44Z,@bryanardika4826,"Muter2 jawabnya. Plintat plintut, gimana mau menyuarakan suara konstituen ngomong aja begini.",0,NEGATIF
2025-09-03T12:31:46Z,@puter0014,"biaya aspirasi , perjalanan itu bukannya ratusan juga anggota dpr",0,NETRAL
2025-09-03T12:06:00Z,@edypuaka5590,"Tunjangan untuk menjalankan tugas nya, harusnya terbuka dong kepada rakyat ,, karena selama ini rakyat tertindas kok bisa bilang tunjangan ini untuk menjalankan fungsinya.😅😅😅😅",0,NEGATIF
2025-09-03T11:41:50Z,@Jahrona-i8e,"Dari sini kita bisa melihat cara kerja DPR, gaji nya saja tidak berani menyebut kan <br>Karena tidak sesuai dengan cara kerja nya 😅😂😂",0,NEGATIF
2025-09-03T11:35:44Z,@jayabuana1720,Wakil rakyat gak berani jawab berapa gaji dan tunjangannya.lucu,0,NEGATIF
2025-09-03T11:24:00Z,@tukiyanto5797,Gaji 16 jt tunjungannya 200jta wkwk,0,OTHER
2025-09-03T11:22:53Z,@lulsezca.121,itu uang rakyat malah kao gk mau terbuka soal pendapatan kalian anjjj dpr,0,NEGATIF
2025-09-03T10:34:17Z,@februaryamelia6397,"Coba tolong jelaskan ke si bapak DPR ini apa itu nilai nominal dan persentase dan kenapa kita tidak menggunakan nilai nominal utk perbandingam dengan sesuatu (misalmya perbamdingam antar negara) yg konteks nya beda. Biat kita dapat perbandingam apple ama apple, bukan apple ama durian 😂",0,NETRAL
